acc,chain,code_string,condition,director,ent_type,generation,guess_time,markerPres,model,participant,phase,selected,target,terminator,trial,verb,vid_len,code_len
1.0,chain3,"2hProc,2hProc,2hProc",Transmission + Interaction,,act,3,0.225976,n,C_34,C_36,testing,to preach,to preach,matcher,41.0,,7.140987,3.0
1.0,chain3,"1hSurface,2hDine",Transmission + Interaction,,loc,3,7.809896,n,C_34,C_36,testing,restaurant,restaurant,director,43.0,,6.568946,2.0
1.0,chain3,"2hBox,2hPray",Transmission + Interaction,,loc,3,0.33763,y,C_34,C_36,testing,church,church,matcher,45.0,,4.999067,2.0
1.0,chain3,"1hShake,1hShake,1hPanShake,2hLift,2hPoint-Self,1hShake,1hShake,UNCODE,1hPoint-Self",Transmission + Interaction,,person,3,0.617075,y,,C_36,testing,chef,chef,matcher,47.0,,12.175617,9.0
1.0,chain3,"1hSing,1hSing,2hPointBox,1hSing,2hViolin",Transmission + Interaction,,loc,4,1.823203,y,C_35,C_37,testing,concert hall,concert hall,director,0.0,,9.103616,5.0
1.0,chain3,"2hPanShake,2hHat-Outline,2hPanShake,2hShake-HoldPan,1hShake,1hPoint-Self",Transmission + Interaction,,person,4,1.612927,y,C_35,C_37,testing,chef,chef,director,2.0,,8.354119,6.0
1.0,chain3,"2hGun,2hRun,2hCircleWrist,2hCircleWrist,2hWrists-Together,2hRun",Transmission + Interaction,,act,4,2.069103,n,C_35,C_37,testing,to make an arrest,to make an arrest,director,4.0,,8.105029,6.0
1.0,chain3,"2hCamera<repeated>,2hLens",Transmission + Interaction,,act,4,6.502205,n,,C_37,testing,to take a photo,to take a photo,director,6.0,,6.568973,2.0
1.0,chain3,"1hSing,1hSing,1hMic,1hSing",Transmission + Interaction,,act,4,2.908195,n,,C_37,testing,to sing,to sing,director,8.0,,4.674974,4.0
1.0,chain3,"1hPalmSee,2hScull,1hPalmSee,2hScull",Transmission + Interaction,,loc,4,1.036135,n,C_35,C_37,testing,darkroom,darkroom,director,10.0,,5.467513,4.0
1.0,chain3,"1hSing,1hMic,Sing,1hPoint-Self,1hSing",Transmission + Interaction,,person,4,1.140583,y,C_35,C_37,testing,singer,singer,director,12.0,,4.83017,5.0
1.0,chain3,"2hPray,2hPointBox,2hPray,1hCollar-Point,2hPray",Transmission + Interaction,,loc,4,0.46664,y,C_35,C_37,testing,church,church,matcher,14.0,,4.860182,5.0
1.0,chain3,"2hPray,1hCollar-Point,1hPoint-Self,2hPray,1hPoint-Self",Transmission + Interaction,,person,4,0.89259,y,C_35,C_37,testing,vicar,vicar,director,16.0,,6.945579,5.0
1.0,chain3,"2hPointBox,2hScissors,2hPointBox,1hScissors,1hScissors,2hStroke<repeated>,1hScissors,2hStroke<repeated>,1hScissors",Transmission + Interaction,,loc,4,0.731271,y,C_35,C_37,testing,hair salon,hair salon,director,18.0,,11.755273,9.0
1.0,chain3,"1hSing,1hSing,2hPray",Transmission + Interaction,,act,4,1.795299,n,C_35,C_37,testing,to preach,to preach,director,20.0,,5.223871,3.0
1.0,chain3,"2hSurface<repeated>,2hDine,2hSurface<repeated>,2hDine",Transmission + Interaction,,loc,4,0.63699,n,C_35,C_37,testing,restaurant,restaurant,director,22.0,,5.968264,4.0
1.0,chain3,"1hPanShake,2hShake-HoldPan,1hShake,2hLift,Eat",Transmission + Interaction,,act,4,2.100259,n,C_35,C_37,testing,to cook,to cook,director,24.0,,5.89474,5.0
1.0,chain3,"1hScissors,1hPalmtoFist,1hScissors,1hPalmtoFist,1hScissors,1hPalmtoFist",Transmission + Interaction,,obj,4,0.747198,n,C_35,C_37,testing,scissors,scissors,director,26.0,,8.474298,6.0
1.0,chain3,"2hCircleWrist,2hCircleWrist,2hWrists-Together,1hTraceWrist",Transmission + Interaction,,obj,4,2.330755,n,C_35,C_37,testing,handcuffs,handcuffs,director,28.0,,6.465174,4.0
1.0,chain3,1hPanShake,Transmission + Interaction,,obj,4,5.108763,n,,C_37,testing,frying pan,frying pan,director,30.0,,4.091883,1.0
1.0,chain3,"2hPointBox,2hCircleWrist,2hCircleWrist,2hWrists-Together",Transmission + Interaction,,loc,4,1.257887,y,,C_37,testing,prison,prison,director,32.0,,7.806227,4.0
1.0,chain3,"2hOpenBook,2hPoint-Read,2hOpenBook",Transmission + Interaction,,obj,4,1.331178,n,,C_37,testing,bible,bible,director,34.0,,4.422424,3.0
1.0,chain3,"1hMic,Sing",Transmission + Interaction,,obj,4,2.914279,n,C_35,C_37,testing,microphone,microphone,director,36.0,,2.775567,2.0
1.0,chain3,"2hGun,2hRun,2hCircleWrist,2hCircleWrist,1hPoint-Self,2hCircleWrist,2hCircleWrist,2hWrists-Together",Transmission + Interaction,,person,4,1.706654,y,C_35,C_37,testing,police officer,police officer,director,38.0,,7.620792,8.0
1.0,chain3,"1hScissors,2hStroke<repeated>,1hScissors,1hScissors,2hStroke<repeated>,1hScissors",Transmission + Interaction,,act,4,1.219362,n,C_35,C_37,testing,to give a haircut,to give a haircut,matcher,40.0,,5.434574,6.0
1.0,chain3,"2hSquare-Outline,2hCamera-Shape,2hLens,2hCamera-Shape,2hCamera-Shape,1hPoint<obj>",Transmission + Interaction,,obj,4,0.529373,y,C_35,C_37,testing,camera,camera,director,42.0,,8.393548,6.0
1.0,chain3,"1hScissors,2hStroke<repeated>,1hPoint-Self,1hScissors,1hScissors,2hStroke<repeated>,1hPoint-Self",Transmission + Interaction,,person,4,1.307246,y,,C_37,testing,hairdresser,hairdresser,matcher,44.0,,5.471143,7.0
1.0,chain3,"2hCamera,1hPoint-Self,2hCamera",Transmission + Interaction,,person,4,0.482388,y,C_35,C_37,testing,photographer,photographer,matcher,46.0,,3.806337,3.0
0.0,chain3,"1hSing,1hSing",Transmission + Interaction,,act,4,4.975458,n,C_35,C_38,testing,to sing,to preach,director,1.0,,5.315734,2.0
1.0,chain3,"2hPointBox,2hWrists-Together,2hCircleWrist,2hCircleWrist,2hWrists-Together,2hPointBox",Transmission + Interaction,,loc,4,0.478691,y,,C_38,testing,prison,prison,director,3.0,,9.05002,6.0
1.0,chain3,"1hPoint-Self,2hCamera,2hLens,1hPoint-Self",Transmission + Interaction,,person,4,0.782801,y,C_35,C_38,testing,photographer,photographer,director,5.0,,6.740508,4.0
1.0,chain3,"2hPointBox,1hScissors-Hair,1hScissors-Hair,2hScissors,2hStroke<repeated>,2hScissors",Transmission + Interaction,,loc,4,0.369148,y,C_35,C_38,testing,hair salon,hair salon,matcher,7.0,,11.283713,6.0
1.0,chain3,"1hSing,1hSing,1hMic,Sing",Transmission + Interaction,,act,4,2.199434,n,,C_38,testing,to sing,to sing,director,9.0,,5.548975,4.0
1.0,chain3,"2hCamera,2hLens,2hCamera",Transmission + Interaction,,act,4,2.775491,n,,C_38,testing,to take a photo,to take a photo,director,11.0,,6.426306,3.0
1.0,chain3,"1hPoint-Self,1hSing,1hSing,1hMic,Sing,1hPoint-Self",Transmission + Interaction,,person,4,3.000267,y,C_35,C_38,testing,singer,singer,director,13.0,,5.930899,6.0
1.0,chain3,"2hWrists-Together,2hCircleWrist,2hCircleWrist,2hWrists-Together,2hTraceWrist,1hPoint<obj>,2hWrists-Together",Transmission + Interaction,,obj,4,3.896636,y,C_35,C_38,testing,handcuffs,handcuffs,matcher,15.0,,6.760675,7.0
1.0,chain3,"2hScull,2hDine,2hScull,2hDine",Transmission + Interaction,,loc,4,4.553572,y,C_35,C_38,testing,restaurant,restaurant,director,17.0,,5.498873,4.0
1.0,chain3,"1hPoint-Self,2hGun,2hCircleWrist,2hCircleWrist,2hWrists-Together",Transmission + Interaction,,person,4,0.505156,y,C_35,C_38,testing,police officer,police officer,matcher,19.0,,5.286973,5.0
0.0,chain3,"2hPray,2hOpenBook,2hPray,2hOpenBook,1hPoint<obj>,2hOpenBook",Transmission + Interaction,,obj,4,0.808796,y,,C_38,testing,to preach,bible,director,21.0,,7.141735,6.0
1.0,chain3,"2hPointBox,1hSing,1hSing,2hViolin,2hPointBox",Transmission + Interaction,,loc,4,0.423878,y,C_35,C_38,testing,concert hall,concert hall,director,23.0,,8.409495,5.0
1.0,chain3,"1hPanShake,1hShake,1hShake,1hPanShake,2hLift,Eat",Transmission + Interaction,,act,4,10.249265,n,C_35,C_38,testing,to cook,to cook,director,25.0,,6.664019,6.0
1.0,chain3,"2hPointBox,2hPray,1hCollar-Point,2hPray",Transmission + Interaction,,loc,4,0.602302,y,C_35,C_38,testing,church,church,director,27.0,,6.10652,4.0
1.0,chain3,"1hScissors,1hPalmtoFist,1hScissors,1hPalmtoFist",Transmission + Interaction,,obj,4,0.257192,n,C_35,C_38,testing,scissors,scissors,matcher,29.0,,4.278549,4.0
1.0,chain3,1hPanShake,Transmission + Interaction,,obj,4,6.011468,n,,C_38,testing,frying pan,frying pan,director,31.0,,3.922246,1.0
1.0,chain3,"1hPoint-Self,1hPanShake,1hShake,1hShake",Transmission + Interaction,,person,4,0.256674,y,C_35,C_38,testing,chef,chef,matcher,33.0,,5.303096,4.0
1.0,chain3,"1hScissors-Hair,1hScissors-Hair,2hScissors,2hStroke,2hScissors",Transmission + Interaction,,act,4,7.681419,n,C_35,C_38,testing,to give a haircut,to give a haircut,director,35.0,,6.223464,5.0
1.0,chain3,"1hMic,Sing",Transmission + Interaction,,obj,4,2.051085,n,C_35,C_38,testing,microphone,microphone,director,37.0,,2.622967,2.0
1.0,chain3,"1hPalmSee,2hScull,1hPalmSee,2hScull",Transmission + Interaction,,loc,4,0.161473,y,C_35,C_38,testing,darkroom,darkroom,matcher,39.0,,5.229999,4.0
1.0,chain3,"1hPoint-Self,2hScissors,2hStroke<repeated>,2hScissors",Transmission + Interaction,,person,4,0.264889,y,,C_38,testing,hairdresser,hairdresser,matcher,41.0,,4.478816,4.0
1.0,chain3,"2hDrawLine,2hCamera-Shape,2hLens",Transmission + Interaction,,obj,4,0.257234,n,C_35,C_38,testing,camera,camera,matcher,43.0,,4.50598,3.0
1.0,chain3,"2hPray,1hPoint-Self,2hPray,1hCollar-Point",Transmission + Interaction,,person,4,0.336648,y,C_35,C_38,testing,vicar,vicar,matcher,45.0,,4.831108,4.0
1.0,chain3,"2hGun,2hRun,2hWrists-Together,2hCircleWrist,2hCircleWrist,2hRun",Transmission + Interaction,,act,4,0.264993,n,C_35,C_38,testing,to make an arrest,to make an arrest,matcher,47.0,,5.727888,6.0
1.0,chain3,"2hPray,1hSing,1hSing,2hPray,1hSing,1hSing,2hPray,1hSing,1hSing",Transmission + Interaction,,act,5,5.227815,n,C_37,C_39,testing,to preach,to preach,matcher,0.0,,16.272543,9.0
1.0,chain3,"2hPray,2hOpenBook,2hPoint-Read,2hOpenBook,2hPray,2hOpenBook",Transmission + Interaction,,obj,5,0.61844,n,C_37,C_39,testing,bible,bible,matcher,2.0,,6.432231,6.0
1.0,chain3,"2hPointBox,2hPray,1hSing,1hSing,2hPointBox",Transmission + Interaction,,loc,5,0.43541,y,,C_39,testing,church,church,matcher,4.0,,8.905694,5.0
0.0,chain3,"1hPanShake,1hShake,1hShake,1hPoint-Self,1hPanShake,1hShake",Transmission + Interaction,,person,5,0.379999,y,,C_39,testing,to cook,chef,matcher,6.0,,6.879618,6.0
1.0,chain3,1hPanShake,Transmission + Interaction,,obj,5,0.346193,n,C_37,C_39,testing,frying pan,frying pan,matcher,8.0,,4.175189,1.0
1.0,chain3,"1hPanShake,1hShake,1hShake,1hPanShake,2hLift,Eat",Transmission + Interaction,,act,5,0.562382,n,C_37,C_39,testing,to cook,to cook,matcher,10.0,,6.856656,6.0
1.0,chain3,"1hSing,1hSing,1hMic,Sing,1hPoint-Self,1hSing,1hSing,1hMic,Sing",Transmission + Interaction,,person,5,0.538493,y,C_37,C_39,testing,singer,singer,matcher,12.0,,5.845351,9.0
0.0,chain3,"2hCircleWrist,2hCircleWrist,2hWrists-Together,2hCircleWrist,2hCircleWrist,1hPoint<obj>,2hCircleWrist",Transmission + Interaction,,obj,5,0.483066,y,,C_39,testing,to make an arrest,handcuffs,matcher,14.0,,6.98892,7.0
1.0,chain3,"1hPoint-Self,2hFlatPalms,1hScissors,1hFlatPalms,1hScissors,1hPoint-Self",Transmission + Interaction,,person,5,0.498376,y,C_37,C_39,testing,hairdresser,hairdresser,matcher,16.0,,6.648085,6.0
1.0,chain3,"2hCircleWrist,2hCircleWrist,1hPoint-Self,2hWrists-Together,2hCircleWrist,2hCircleWrist,2hWrists-Together",Transmission + Interaction,,person,5,0.658333,y,C_37,C_39,testing,police officer,police officer,matcher,18.0,,5.693127,7.0
1.0,chain3,"2hPointBox,1hFlatPalms,1hScissors,1hScissors",Transmission + Interaction,,loc,5,0.474437,y,C_37,C_39,testing,hair salon,hair salon,matcher,20.0,,6.502267,4.0
1.0,chain3,"2hCircleWrist,2hCircleWrist,2hWrists-Together,2hCircleWrist,2hCircleWrist",Transmission + Interaction,,act,5,0.505319,n,C_37,C_39,testing,to make an arrest,to make an arrest,matcher,22.0,,5.931173,5.0
1.0,chain3,"2hPointBox,2hCircleWrist,2hCircleWrist,2hWrists-Together,2hPointBox,2hCircleWrist,2hCircleWrist,2hWrists-Together",Transmission + Interaction,,loc,5,3.090651,y,C_37,C_39,testing,prison,prison,matcher,24.0,,10.7199,8.0
1.0,chain3,"1hScissors,1hPalmsDown",Transmission + Interaction,,obj,5,0.370202,n,C_37,C_39,testing,scissors,scissors,matcher,26.0,,4.281637,2.0
1.0,chain3,"2hSurface,2hSurface,2hDine,2hSurface,2hSurface",Transmission + Interaction,,loc,5,0.386654,n,C_37,C_39,testing,restaurant,restaurant,matcher,28.0,,10.08353,5.0
1.0,chain3,"2hPray,1hPoint-Self,1hCollar-Point,2hPray",Transmission + Interaction,,person,5,0.410613,y,C_37,C_39,testing,vicar,vicar,matcher,30.0,,5.272545,4.0
1.0,chain3,"1hMic,Sing,1hSing,1hSing,1hMic,Sing,1hMic,Sing,1hSing,1hSing,1hMic,Sing",Transmission + Interaction,,act,5,0.354559,n,C_37,C_39,testing,to sing,to sing,matcher,32.0,,7.810554,12.0
0.0,chain3,"1hMic,1hMic,1hMic,1hMic",Transmission + Interaction,,obj,5,0.314483,n,,C_39,testing,singer,microphone,matcher,34.0,,8.231794,4.0
1.0,chain3,"2hCamera,2hLens,2hCamera-Shape,1hPoint<obj>,2hCamera-Shape",Transmission + Interaction,,obj,5,0.506423,y,C_37,C_39,testing,camera,camera,matcher,36.0,,5.939392,5.0
1.0,chain3,"2hCamera,2hLens,2hCamera,2hLens,2hCamera",Transmission + Interaction,,act,5,0.842474,n,C_37,C_39,testing,to take a photo,to take a photo,matcher,38.0,,9.16679,5.0
1.0,chain3,,Transmission + Interaction,,loc,5,0.362528,,,C_39,testing,darkroom,darkroom,matcher,40.0,,4.174547,
1.0,chain3,"2hCamera,1hPoint-Self,2hCamera,2hLens",Transmission + Interaction,,person,5,0.674968,y,C_37,C_39,testing,photographer,photographer,matcher,42.0,,4.175517,4.0
1.0,chain3,"2hPointBox,2hViolin",Transmission + Interaction,,loc,5,0.330483,y,C_37,C_39,testing,concert hall,concert hall,matcher,44.0,,4.609826,2.0
0.0,chain3,"1hCollar,1hFlatPalms,1hScissors,1hFlatPalms,1hScissors,1hFlatPalms,1hScissors",Transmission + Interaction,,act,5,0.3953,n,,C_39,testing,hairdresser,to give a haircut,matcher,46.0,,10.820128,7.0
1.0,chain3,"2hCamera,2hLens,2hCamera,2hCamera-Shape,1hPoint<obj>,2hCamera-Shape,2hCamera,2hLens",Transmission + Interaction,,obj,5,0.976162,y,C_37,C_40,testing,camera,camera,matcher,1.0,,10.541108,8.0
1.0,chain3,"2hScull<repeated>,2hDine,2hScull",Transmission + Interaction,,loc,5,3.56938,n,C_37,C_40,testing,restaurant,restaurant,matcher,3.0,,4.582423,3.0
1.0,chain3,"2hPray,1hSing,1hSing,2hPray,1hPoint-Self,2hPray,1hSing",Transmission + Interaction,,act,5,1.152765,n,C_37,C_40,testing,to preach,to preach,matcher,5.0,,7.363268,7.0
0.0,chain3,"2hGun,2hRun,2hCircleWrist,2hCircleWrist,2hWrists-Together,2hWrists-Together",Transmission + Interaction,,obj,5,0.976874,n,,C_40,testing,to make an arrest,handcuffs,matcher,7.0,,5.871163,6.0
1.0,chain3,"2hCamera,2hLens,1hPoint-Self,2hLens,2hCamera",Transmission + Interaction,,person,5,1.474428,y,C_37,C_40,testing,photographer,photographer,matcher,9.0,,5.447778,5.0
1.0,chain3,"2hPray,1hCollar-Point,1hPoint-Self,2hPray",Transmission + Interaction,,person,5,1.232479,y,C_37,C_40,testing,vicar,vicar,matcher,11.0,,3.887195,4.0
1.0,chain3,"1hScissors,1hPalmtoFist",Transmission + Interaction,,obj,5,3.663038,n,C_37,C_40,testing,scissors,scissors,matcher,13.0,,2.66432,2.0
1.0,chain3,1hPanShake,Transmission + Interaction,,obj,5,1.217364,n,C_37,C_40,testing,frying pan,frying pan,matcher,15.0,,2.97511,1.0
1.0,chain3,"2hCamera,2hLens,2hCamera",Transmission + Interaction,,act,5,2.065214,n,C_37,C_40,testing,to take a photo,to take a photo,matcher,17.0,,8.316133,3.0
1.0,chain3,"2hPointBox,2hPray",Transmission + Interaction,,loc,5,1.168537,y,,C_40,testing,church,church,matcher,19.0,,4.616341,2.0
1.0,chain3,"1hSing,1hSing,1hMic,Sing",Transmission + Interaction,,act,5,1.33711,n,C_37,C_40,testing,to sing,to sing,matcher,21.0,,4.627338,4.0
1.0,chain3,"2hGun,2hRun,2hCircleWrist,2hCircleWrist,2hWrists-Together,2hWrists-Together",Transmission + Interaction,,act,5,1.640702,n,C_37,C_40,testing,to make an arrest,to make an arrest,matcher,23.0,,6.690574,6.0
1.0,chain3,"1hPanShake,1hShake,1hShake",Transmission + Interaction,,act,5,2.216933,n,C_37,C_40,testing,to cook,to cook,matcher,25.0,,3.239327,3.0
1.0,chain3,"2hPointBox,2hCircleWrist,2hCircleWrist,2hWrists-Together",Transmission + Interaction,,loc,5,0.720034,y,C_37,C_40,testing,prison,prison,matcher,27.0,,5.472231,4.0
1.0,chain3,"2hPointBox,1hSing,1hSing,1hSing,2hViolin",Transmission + Interaction,,loc,5,1.425056,y,C_37,C_40,testing,concert hall,concert hall,matcher,29.0,,7.28365,5.0
1.0,chain3,"1hPanShake,1hPoint-Self,1hPanShake,1hShake,1hShake",Transmission + Interaction,,person,5,1.624579,y,,C_40,testing,chef,chef,matcher,31.0,,4.6141,5.0
0.0,chain3,"2hPointBox,2hCamera,2hPointBox,2hCamera,2hLens,2hPointBox",Transmission + Interaction,,loc,5,6.121789,y,,C_40,testing,microphone,darkroom,matcher,33.0,,24.878474,6.0
1.0,chain3,"2hRun,2hCircleWrist,2hCircleWrist,1hPoint-Self,2hCircleWrist,2hCircleWrist",Transmission + Interaction,,person,5,1.120756,y,C_37,C_40,testing,police officer,police officer,matcher,35.0,,6.029804,6.0
1.0,chain3,"1hSing,1hSing,1hPoint-Self,1hMic",Transmission + Interaction,,person,5,3.392861,y,C_37,C_40,testing,singer,singer,matcher,37.0,,3.785473,4.0
1.0,chain3,"2hPray,2hOpenBook,2hPoint-Read,2hOpenBook<emph>",Transmission + Interaction,,obj,5,1.688703,y,C_37,C_40,testing,bible,bible,matcher,39.0,,4.688207,4.0
1.0,chain3,"1hScissors,2hStroke<repeated>,1hPoint-Self,1hScissors",Transmission + Interaction,,person,5,1.320887,y,C_37,C_40,testing,hairdresser,hairdresser,matcher,41.0,,5.373304,4.0
1.0,chain3,"1hMic<emph>,Sing",Transmission + Interaction,,obj,5,1.11291,y,,C_40,testing,microphone,microphone,matcher,43.0,,6.432947,2.0
1.0,chain3,"2hPointBox,1hScissors,1hScissors",Transmission + Interaction,,loc,5,1.216247,y,C_37,C_40,testing,hair salon,hair salon,matcher,45.0,,4.123601,3.0
1.0,chain3,"1hScissors,2hStroke<repeated>,1hScissors",Transmission + Interaction,,act,5,2.793038,n,,C_40,testing,to give a haircut,to give a haircut,matcher,47.0,,4.988051,3.0
,chain4,"2hTell,all*2",Transmission + Interaction,B,act,0,,n,,s32,testing,,to preach,,,Y,,2.0
,chain4,"2hPatHair,2hScissors-HoldHair<left,repeated>,2hPatHair",Transmission + Interaction,A,loc,0,,n,,s18,testing,,hair salon,,,N,,4.0
,chain4,"2hCamera<asymm,1Press>",Transmission + Interaction,A,obj,0,,n,,s11,testing,,camera,,,N,,2.0
,chain4,1hHoldPan<shake>,Transmission + Interaction,B,obj,0,,n,,s27,testing,,frying pan,,,N,,1.0
,chain4,2hFists.wristsX<hold>,Transmission + Interaction,A,obj,0,,n,,s23,testing,,handcuffs,,,N,,1.0
,chain4,"1hScissors-Hair<left,repeated>,1hScissors-Hair<beard>,1hScissors-Hair<right>",Transmission + Interaction,A,person,0,,n,,s17,testing,,hairdresser,,,N,,4.0
,chain4,"Sing+2hMicrophone<hold>,2hMicrophone.Outline,Sing+2hMicrophone<hold>",Transmission + Interaction,B,obj,0,,n,,s39,testing,,microphone,,,N,,3.0
,chain4,"1hHoldPan<leftcentre>,(1hHoldPan,1hFlame),1hPour<right>,1hPour<left>",Transmission + Interaction,B,act,0,,n,,s28,testing,,to cook,,,Y,,5.0
,chain4,1hSing,Transmission + Interaction,B,person,0,,n,,s37,testing,,singer,,,N,,1.0
,chain4,"1hScissors<rightleft>,1hScissors<hold>",Transmission + Interaction,B,obj,0,,n,,s43,testing,,scissors,,,N,,2.0
,chain4,"1hPalm<rightleft>,2hHoldBars,look,2hHoldBars<shake>",Transmission + Interaction,A,loc,0,,n,,s22,testing,,prison,,,N,,4.0
,chain4,"Sing,1hSing,(1hPalm,1hPoint<read>),1hSing",Transmission + Interaction,B,act,0,,n,,s40,testing,,to sing,,,Y,,5.0
,chain4,"Frown+1hPoint.Knock<right>,1hBadge<left>, 1hPoint.Knock<right>,2hHat,1hKnock<right>,1hFist",Transmission + Interaction,A,person,0,,n,,s21,testing,,police officer,,,N,,6.0
,chain4,"Chat+1hDine,look<left>+1hChat",Transmission + Interaction,A,loc,0,,n,,s2,testing,,restaurant,,,N,,2.0
,chain4,"2hCamera<asymm,1Press>",Transmission + Interaction,A,act,0,,n,,s12,testing,,to take a photo,,,Y,,2.0
,chain4,"1hOpenDoor+look,2hPray,1hCross,2hPray",Transmission + Interaction,B,loc,0,,y,,s30,testing,,church,,,N,,4.0
,chain4,"Wink+2hCamera<symm,1Press>",Transmission + Interaction,B,person,0,,n,,s33,testing,,photographer,,,N,,2.0
,chain4,"2hOpenBook,2hCross,2hOpenBook",Transmission + Interaction,A,obj,0,,n,,s7,testing,,bible,,,N,,3.0
0.0,chain4,"2hProc,2hProc",Transmission + Interaction,,act,1,2.92833,,s32,C_41,testing,concert hall,to preach,director,0.0,,4.703251,2.0
0.0,chain4,"2hScissors-Hair,2hStrokeHair,2hScissors-Hair,2hScissors-Hair",Transmission + Interaction,,loc,1,6.696054,n,s18,C_41,testing,hairdresser,hair salon,director,2.0,,8.250063,4.0
1.0,chain4,"1hOpenDoor,EyesClosed<repeated>,2hWhere",Transmission + Interaction,,loc,1,0.646955,y,,C_41,testing,darkroom,darkroom,director,4.0,,6.450399,3.0
0.0,chain4,2hCamera,Transmission + Interaction,,obj,1,0.463697,n,s11,C_41,testing,to take a photo,camera,director,6.0,,3.929932,1.0
1.0,chain4,"1hPanShake,1hToss,1hPanShake",Transmission + Interaction,,obj,1,2.734438,n,s27,C_41,testing,frying pan,frying pan,director,8.0,,5.96085,3.0
1.0,chain4,2hWristsX<rotate>,Transmission + Interaction,,obj,1,0.839414,n,s23,C_41,testing,handcuffs,handcuffs,director,10.0,,4.834474,1.0
0.0,chain4,"1hPoint-Self,2hScissors-Hair,2hScissors-Hair,2hScissors-Hair",Transmission + Interaction,,person,1,0.615358,y,s17,C_41,testing,to give a haircut,hairdresser,director,12.0,,7.552414,4.0
1.0,chain4,"1hMic,Sing,1hPoint<obj>,1hMic,Sing",Transmission + Interaction,,obj,1,1.081688,y,s39,C_41,testing,microphone,microphone,matcher,14.0,,4.990364,5.0
1.0,chain4,"1hPutPan,2hFlame-HoldPan,2hShake-HoldPan,1hShake,1hShake",Transmission + Interaction,,act,1,0.210713,n,s28,C_41,testing,to cook,to cook,matcher,16.0,,6.473929,5.0
1.0,chain4,"1hPoint-Self,Sing,1hSing,2hPoint-Self",Transmission + Interaction,,person,1,1.006355,y,s37,C_41,testing,singer,singer,director,18.0,,5.905339,4.0
1.0,chain4,1hScissors,Transmission + Interaction,,obj,1,0.188758,n,s43,C_41,testing,scissors,scissors,matcher,20.0,,3.210067,1.0
1.0,chain4,"1hPull,1hHoldBars,1hHoldBars,2hShakeBars",Transmission + Interaction,,loc,1,1.070302,n,s22,C_41,testing,prison,prison,director,22.0,,5.895039,4.0
1.0,chain4,"1hPoint-Self,2hHat-Outline,1hPutPan,2hShake-HoldPan",Transmission + Interaction,,person,1,0.186923,y,,C_41,testing,chef,chef,matcher,24.0,,5.8555,4.0
1.0,chain4,"1hSing,2hOpenBook,2hSing",Transmission + Interaction,,act,1,0.410479,n,s40,C_41,testing,to sing,to sing,matcher,26.0,,5.444739,3.0
0.0,chain4,"1hPoint-Self,1hCross,2hOpenBook,Talk",Transmission + Interaction,,person,1,1.670173,y,,C_41,testing,to preach,vicar,director,28.0,,8.658904,4.0
1.0,chain4,"Talk,2hHat-Outline,1hKnock,Talk,1hKnock,2hWristsX",Transmission + Interaction,,person,1,0.378562,n,s21,C_41,testing,police officer,police officer,matcher,30.0,,9.97615,6.0
1.0,chain4,"2hOpenBook,2hDine,Look<r>,1hWave,1hDine",Transmission + Interaction,,loc,1,0.195251,n,s2,C_41,testing,restaurant,restaurant,matcher,32.0,,5.84131,5.0
1.0,chain4,"1hPoint-Self,1hPoint<out>,1hPull<in>,2hScissors-Hair,2hScissors-Hair,1hPoint-Self",Transmission + Interaction,,act,1,0.250519,n,,C_41,testing,to give a haircut,to give a haircut,matcher,34.0,,6.173045,6.0
1.0,chain4,"1hOpenDoor,Sing,1hMic,1hSing,1hSing",Transmission + Interaction,,loc,1,0.186699,y,,C_41,testing,concert hall,concert hall,matcher,36.0,,5.253661,5.0
0.0,chain4,"2hPickUp,2hCamera,2hPutDown",Transmission + Interaction,,act,1,1.031702,n,s12,C_41,testing,photographer,to take a photo,director,38.0,,5.079778,3.0
0.0,chain4,"Talk,1hPoint<out>,2hRun,1hPoint<out>,2hWristsX<rotate>",Transmission + Interaction,,act,1,1.071044,n,,C_41,testing,police officer,to make an arrest,director,40.0,,7.846185,5.0
1.0,chain4,"1hOpenDoor,Look,Talk,1hCross,2hPray",Transmission + Interaction,,loc,1,0.374058,y,s30,C_41,testing,church,church,director,42.0,,7.681112,5.0
1.0,chain4,"2hPickUp,1hDirect,1hDirect,1hWave,1hPoint-Self,2hCamera",Transmission + Interaction,,person,1,3.318133,y,s33,C_41,testing,photographer,photographer,director,44.0,,8.11739,6.0
1.0,chain4,"2hPickUp,2hOpenBook,2hOpenBook,1hCross,2hPray,2hOpenBook,2hCross",Transmission + Interaction,,obj,1,0.917276,n,s7,C_41,testing,bible,bible,director,46.0,,9.861326,7.0
1.0,chain4,"2hCoverEyes,2hFeel<repeated>,2hCoverEyes",Transmission + Interaction,,loc,1,0.573861,n,,C_42,testing,darkroom,darkroom,director,1.0,,12.745488,3.0
1.0,chain4,"1hOpenDoor,2hOpenBook,1hSing,2hSing",Transmission + Interaction,,loc,1,1.573113,y,,C_42,testing,concert hall,concert hall,director,3.0,,11.126873,4.0
1.0,chain4,"1hPoint-Self,2hHat,2hPanShake,2hShake-HoldPan,2hPanShake,2hShake-HoldPan,2hHat-Outline",Transmission + Interaction,,person,1,0.580977,y,,C_42,testing,chef,chef,director,5.0,,14.404746,7.0
