acc,chain,code_string,condition,director,ent_type,generation,guess_time,markerPres,model,participant,phase,selected,target,terminator,trial,verb,vid_len,code_len
,chain1,"2hMustache,2hHat,1hHoldPan<shake>,2hHoldPan<shake>*2,1hPour<left>",Transmission only,B,person,0,,n,,s25,,,chef,,,N,,5.0
,chain1,"Chat+1hDine,look<left>+1hChat",Transmission only,A,loc,0,,n,,s2,,,restaurant,,,N,,2.0
,chain1,"2hPan.Outline,2hHoldPan<shake>,(1hHoldPan<shake>,1hStir),2hHoldPan<toss>,2hHoldPan<toss>",Transmission only,A,obj,0,,n,,s3,,,frying pan,,,N,,6.0
,chain1,"1hHoldPan<leftcentre>,(1hHoldPan,1hFlame),1hPour<right>,1hPour<left>",Transmission only,B,act,0,,n,,s28,,,to cook,,,Y,,5.0
,chain1,"2hPray,1hCollar,2hPray,nod",Transmission only,A,person,0,,n,,s5,,,vicar,,,N,,4.0
,chain1,2hPray+bow,Transmission only,A,loc,0,,n,,s6,,,church,,,N,,1.0
,chain1,"2hTurnPage<repeated>,(1hPalm,1hPointatObj<atObj>),2hPray",Transmission only,B,obj,0,,y,,s31,,,bible,,,N,,4.0
,chain1,"1hFingerWag<right,repeated>",Transmission only,A,act,0,,n,,s8,,,to preach,,,Y,,2.0
,chain1,"1hThumbSelf<self-repeated>,Wink+2hCamera<asymm,1Press>",Transmission only,A,person,0,,y,,s9,,,photographer,,,N,,3.0
,chain1,"Look+1hSee,Look+1hSee,2hPalm.Feel<left+right>",Transmission only,B,loc,0,,n,,s34,,,darkroom,,,N,,3.0
,chain1,"2hCamera<symm,pressRepeated*4>,2hCamera,2hLens<twist,repeated>",Transmission only,B,obj,0,,n,,s35,,,camera,,,N,,5.0
,chain1,"2hCamera<asymm,1Press>",Transmission only,A,act,0,,n,,s12,,,to take a photo,,,Y,,2.0
,chain1,"1hSing<right>,1hSing<right>",Transmission only,A,person,0,,n,,s13,,,singer,,,N,,2.0
,chain1,"2hViolin<play>,2hTrumpet<play>,2hDrums<play>,2hGuitar<play>",Transmission only,A,loc,0,,n,,s14,,,concert hall,,,N,,4.0
,chain1,"Sing+1hMicrophone<hold>,(1hMicrophone<hold>,1hPointatObj<atObj>)",Transmission only,A,obj,0,,y,,s15,,,microphone,,,N,,3.0
,chain1,"Sing,1hSing,(1hPalm,1hPoint<read>),1hSing",Transmission only,B,act,0,,n,,s40,,,to sing,,,Y,,5.0
,chain1,"1hScissors-Hair<left,repeated>,1hScissors-Hair<beard>,1hScissors-Hair<right>",Transmission only,A,person,0,,n,,s17,,,hairdresser,,,N,,4.0
,chain1,"2hScissors-HoldHair<left>,2hFluff,2hHair.Feel",Transmission only,B,loc,0,,n,,s42,,,hair salon,,,N,,3.0
,chain1,"1hScissors<rightleft>,1hScissors<hold>",Transmission only,B,obj,0,,n,,s43,,,scissors,,,N,,2.0
,chain1,"2hHair,2hFluff,2hHair,2hHair<centre>,2hScissors-Hold<centre>,2hBrush-Hold<centre>,2hScissors-Hold<centre>",Transmission only,B,act,0,,n,,s44,,,to give a haircut,,,Y,,7.0
,chain1,"Frown+1hPoint.Knock<right>,1hBadge<left>, 1hPoint.Knock<right>,2hHat,1hKnock<right>,1hFist",Transmission only,A,person,0,,n,,s21,,,police officer,,,N,,6.0
,chain1,2hHoldBars<hold>+look+sad,Transmission only,B,loc,0,,n,,s46,,,prison,,,N,,1.0
,chain1,2hFists.wristsX<hold>,Transmission only,A,obj,0,,n,,s23,,,handcuffs,,,N,,1.0
,chain1,"Cry+2hFists.wristsTogether<out>,2hFists.wristsTogether<in>",Transmission only,B,act,0,,n,,s48,,,to make an arrest,,,Y,,2.0
,chain1,"1hWhistle, 1hPoint<front>,2hFistsX",Transmission only,,act,1,,n,s48,sing1,testing,,to make an arrest,,0.0,Y,4.884628,3.0
,chain1,"Look, 1hLook, 2hFeel<sides>",Transmission only,,loc,1,,n,s34,sing1,testing,,darkroom,,1.0,N,7.083917,3.0
,chain1,2hFistsX<emph>,Transmission only,,obj,1,,n,s23,sing1,testing,,handcuffs,,2.0,N,4.524134,1.0
,chain1,"2hBox,2hSing,2hViolin<play>",Transmission only,,loc,1,,y,s14,sing1,testing,,concert hall,,3.0,N,8.145763,3.0
,chain1,"1hPour<right>,1hPour<left>,1hHoldPan<shake,toss>",Transmission only,,act,1,,n,s28,sing1,testing,,to cook,,4.0,Y,7.650745,4.0
,chain1,"2hPointSelf<self,repeated>,2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>",Transmission only,,person,1,,y,s9,sing1,testing,,photographer,,5.0,N,8.904982,6.0
,chain1,"2hPray,2hCollar,2hPray",Transmission only,,person,1,,n,s5,sing1,testing,,vicar,,6.0,N,6.829939,3.0
,chain1,1hScissors<leftright>,Transmission only,,obj,1,,n,s43,sing1,testing,,scissors,,7.0,N,4.396722,1.0
,chain1,"2hBox,2hScissors-HoldHair<right,repeated>",Transmission only,,loc,1,,y,s42,sing1,testing,,hair salon,,8.0,N,9.103375,3.0
,chain1,"2hBox,2hRoof,2hPray",Transmission only,,loc,1,,y,s6,sing1,testing,,church,,9.0,N,7.031724,3.0
,chain1,1hSing,Transmission only,,act,1,,n,s40,sing1,testing,,to sing,,10.0,Y,4.086715,1.0
,chain1,"2hOpenBook,2hTurnPage,2hTurnPage,2hOpenBook",Transmission only,,obj,1,,n,s31,sing1,testing,,bible,,11.0,N,7.908918,4.0
,chain1,"1hPalm<leftright>,2hHoldBars,2hHoldBars<shake>",Transmission only,,loc,1,,n,s46,sing1,testing,,prison,,12.0,N,7.249655,3.0
,chain1,"2hPalmSelf<self,repeated>,2hSing",Transmission only,,person,1,,y,s13,sing1,testing,,singer,,13.0,N,4.055375,3.0
,chain1,"2hHat,1hFingerWag,2hFistsX",Transmission only,,person,1,,n,s21,sing1,testing,,police officer,,14.0,N,6.054079,3.0
,chain1,"2hCamera<asymm,PressRepeated>,2hLens",Transmission only,,obj,1,,n,s35,sing1,testing,,camera,,15.0,N,7.354644,3.0
,chain1,"2hOpenBook,1hPointatObj<atObj>,Look<left>,2hDine<repeated>",Transmission only,,loc,1,,n,s2,sing1,testing,,restaurant,,16.0,N,7.822916,4.0
,chain1,"Sing,1hMicrophone,1hPointatObj<atObj>",Transmission only,,obj,1,,y,s15,sing1,testing,,microphone,,17.0,N,4.757177,3.0
,chain1,"2hScissors-HoldHair<right,repeated>",Transmission only,,person,1,,n,s17,sing1,testing,,hairdresser,,18.0,N,7.727752,2.0
,chain1,"2hCamera<asymm,PressRepeated>",Transmission only,,act,1,,n,s12,sing1,testing,,to take a photo,,19.0,Y,5.359876,2.0
,chain1,"2hScissors-HoldHair<left,repeated>",Transmission only,,act,1,,n,s44,sing1,testing,,to give a haircut,,20.0,Y,7.900121,2.0
,chain1,"2hMustache,2hHat,1hHoldPan<shake,toss>",Transmission only,,person,1,,n,s25,sing1,testing,,chef,,21.0,N,8.143674,4.0
,chain1,"2hPan.Outline,1hHoldPan<shake>,1hPour,2hHoldPan<shake>",Transmission only,,obj,1,,n,s3,sing1,testing,,frying pan,,22.0,N,8.040761,4.0
,chain1,1hFingerWag<repeated>,Transmission only,,act,1,,n,s8,sing1,testing,,to preach,,23.0,Y,3.875175,1.0
,chain1,"2hHat,1hFingerWag,2hFistsX",Transmission only,,person,2,,n,sing1,sing8,testing,,police officer,,0.0,N,6.59851,3.0
,chain1,2hFistsX<emph>,Transmission only,,obj,2,,n,sing1,sing8,testing,,handcuffs,,1.0,N,1.997929,1.0
,chain1,"2hMustache,2hHat,1hHoldPan<shake,toss>",Transmission only,,person,2,,n,sing1,sing8,testing,,chef,,2.0,N,9.187804,4.0
,chain1,"2hCollar,2hPray,1hFingerWag<repeated>",Transmission only,,person,2,,n,sing1,sing8,testing,,vicar,,3.0,N,8.040972,3.0
,chain1,"2hBox,1hSing,2hViolin<play>",Transmission only,,loc,2,,y,sing1,sing8,testing,,concert hall,,4.0,N,8.916958,3.0
,chain1,"2hBox,2hScissors-HoldHair<left,repeated>",Transmission only,,loc,2,,y,sing1,sing8,testing,,hair salon,,5.0,N,8.558538,3.0
,chain1,1hSing,Transmission only,,person,2,,n,sing1,sing8,testing,,singer,,6.0,N,2.375395,1.0
,chain1,"2hScissors-HoldHair<left,repeated>",Transmission only,,person,2,,n,sing1,sing8,testing,,hairdresser,,7.0,N,6.377929,2.0
,chain1,"Look, 1hLook, 2hFeel<sides>",Transmission only,,loc,2,,n,sing1,sing8,testing,,darkroom,,8.0,N,6.122639,3.0
,chain1,"2hOpenBook,2hTurnPage,2hTurnPage,2hPray",Transmission only,,obj,2,,n,sing1,sing8,testing,,bible,,9.0,N,8.137446,4.0
,chain1,"2hOpenBook,1hPointatObj<atObj>,Look<right>,2hDine",Transmission only,,loc,2,,n,sing1,sing8,testing,,restaurant,,10.0,N,7.722611,4.0
,chain1,"1hPointSelf<self,repeated>,2hCamera<asymm,1Press>,2hCamera<asymm,1Press>,2hCamera<asymm,1Press>",Transmission only,,person,2,,y,sing1,sing8,testing,,photographer,,11.0,N,5.797437,8.0
,chain1,1hScissors<rightleft>,Transmission only,,obj,2,,n,sing1,sing8,testing,,scissors,,12.0,N,3.029147,1.0
,chain1,"2hCamera<asymm,1Press>",Transmission only,,act,2,,n,sing1,sing8,testing,,to take a photo,,13.0,Y,3.767174,2.0
,chain1,"1hPalm<leftright>,2hHoldBars,2hHoldBars<shake>,Look",Transmission only,,loc,2,,n,sing1,sing8,testing,,prison,,14.0,N,6.473349,4.0
,chain1,"1hFingerWag,2hFistsX<emph>",Transmission only,,act,2,,n,sing1,sing8,testing,,to make an arrest,,15.0,Y,3.726717,2.0
,chain1,1hFingerWag,Transmission only,,act,2,,n,sing1,sing8,testing,,to preach,,16.0,Y,2.49263,1.0
,chain1,"1hHoldPan<shake,toss>,1hPointatObj<atObj>",Transmission only,,obj,2,,y,sing1,sing8,testing,,frying pan,,17.0,N,4.195498,3.0
,chain1,1hSing,Transmission only,,act,2,,n,sing1,sing8,testing,,to sing,,18.0,Y,2.421087,1.0
,chain1,"1hPour<right>,1hPour<left>,1hHoldPan<shake,toss>,1hPour<right>",Transmission only,,act,2,,n,sing1,sing8,testing,,to cook,,19.0,Y,7.657156,5.0
,chain1,"2hBox,2hRoof,2hPray",Transmission only,,loc,2,,y,sing1,sing8,testing,,church,,20.0,N,6.389719,3.0
,chain1,"2hCamera<asymm,PressRepeated>,1hC,1hPointatObj<atObj>,2hCamera<asymm,PressRepeated>,1hC,1hPointatObj<atObj>",Transmission only,,obj,2,,y,sing1,sing8,testing,,camera,,21.0,N,7.253676,8.0
,chain1,"Sing,1hMicrophone,1hPointatObj<atObj>",Transmission only,,obj,2,,y,sing1,sing8,testing,,microphone,,22.0,N,4.427611,3.0
,chain1,"1hPointSelf<self,repeated>,2hScissors-HoldHair<repeated>",Transmission only,,act,2,,n,sing1,sing8,testing,,to give a haircut,,23.0,Y,6.452636,3.0
,chain1,"1hFingerWag,1hFingerWag<repeated>,2hFistsX",Transmission only,,act,3,,n,sing8,sing12,testing,,to make an arrest,,0.0,Y,5.670012,3.0
,chain1,"1hHoldPan<shake,toss>,1hHoldPan<shake>",Transmission only,,act,3,,n,sing8,sing12,testing,,to cook,,1.0,Y,7.715219,3.0
,chain1,"2hPray,2hOpenBook,2hTurnPage,2hTurnPage,2hTurnPage,2hPray",Transmission only,,obj,3,,n,sing8,sing12,testing,,bible,,2.0,N,13.703116,6.0
,chain1,"2hBox,2hRoof,2hPray",Transmission only,,loc,3,,y,sing8,sing12,testing,,church,,3.0,N,6.758293,3.0
,chain1,"2hFistsX<emph>,1hPointatObj<atObj>,2hFistsX<emph>,1hPointatObj<atObj>",Transmission only,,obj,3,,y,sing8,sing12,testing,,handcuffs,,4.0,N,7.439769,4.0
,chain1,"2hBox,2hScissors-HoldHair,2hScissors-HoldHair,2hBox,2hScissors-HoldHair",Transmission only,,loc,3,,y,sing8,sing12,testing,,hair salon,,5.0,N,12.950626,5.0
,chain1,"1hPointSelf<self,repeated>,2hScissors-HoldHair<repeated>",Transmission only,,person,3,,y,sing8,sing12,testing,,hairdresser,,6.0,N,9.08159,3.0
,chain1,"Sing,1hMicrophone,1hPointatObj<atObj>",Transmission only,,obj,3,,y,sing8,sing12,testing,,microphone,,7.0,N,5.135166,3.0
,chain1,"2hCamera<asymm,1Press>,1hC,1hPointatObj<atObj>,2hCamera,1hC,1hPointatObj<atObj>",Transmission only,,obj,3,,y,sing8,sing12,testing,,camera,,8.0,N,6.971107,7.0
,chain1,"1hSing,1hPointSelf<self>,1hPointSelf<self>,1hSing",Transmission only,,person,3,,y,sing8,sing12,testing,,singer,,9.0,N,5.740934,4.0
,chain1,"2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag<repeated>,2hCollar,1hFingerWag<repeated>,2hPray",Transmission only,,person,3,,n,sing8,sing12,testing,,vicar,,10.0,N,17.161843,7.0
,chain1,"2hCamera<hold>,2hCamera<asymm,1Press>,2hCamera<asymm,1Press>",Transmission only,,act,3,,n,sing8,sing12,testing,,to take a photo,,11.0,Y,8.371231,5.0
,chain1,"2hCamera,1hPointSelf<self>,2hCamera<hold>,2hCamera<asymmPressRepeated>",Transmission only,,person,3,,y,sing8,sing12,testing,,photographer,,12.0,N,8.274212,4.0
,chain1,1hScissors<rightleft>,Transmission only,,obj,3,,n,sing8,sing12,testing,,scissors,,13.0,N,5.333953,1.0
,chain1,"2hMustache,2hHat,1hHoldPan<shake,toss>",Transmission only,,person,3,,n,sing8,sing12,testing,,chef,,14.0,N,14.57797,4.0
,chain1,"2hHat<repeated>,1hFingerWag,2hFistsX",Transmission only,,person,3,,n,sing8,sing12,testing,,police officer,,15.0,N,8.316242,3.0
,chain1,"2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag<repeated>,2hPray",Transmission only,,act,3,,n,sing8,sing12,testing,,to preach,,16.0,Y,15.764267,7.0
,chain1,1hSing,Transmission only,,act,3,,n,sing8,sing12,testing,,to sing,,17.0,Y,4.543764,1.0
,chain1,"2hBox,2hOpenBook,1hPointatObj<atObj>,Look,2hDine",Transmission only,,loc,3,,y,sing8,sing12,testing,,restaurant,,18.0,N,11.511544,5.0
,chain1,"2hPalm,2hHoldBars<shake>,Look,2hHoldBars<shake>",Transmission only,,loc,3,,n,sing8,sing12,testing,,prison,,19.0,N,8.624015,4.0
,chain1,"2hBox,1hSing,2hViolin<play>,1hSing",Transmission only,,loc,3,,y,sing8,sing12,testing,,concert hall,,20.0,N,8.878359,4.0
,chain1,"1hPointSelf<self,repeated>,1hScissors,2hScissors-HoldHair<repeated>",Transmission only,,act,3,,n,sing8,sing12,testing,,to give a haircut,,21.0,Y,8.490796,4.0
,chain1,"1hHoldPan<shake>,1hPointatObj<atObj>,1hHoldPan<shake>,1hPointatObj<atObj>,1hHoldPan<shake>",Transmission only,,obj,3,,y,sing8,sing12,testing,,frying pan,,22.0,N,7.206598,5.0
,chain1,"Look,2hFeel<sides>,1hLook,2hFeel<sides>",Transmission only,,loc,3,,n,sing8,sing12,testing,,darkroom,,23.0,N,10.022829,4.0
,chain1,"2hBox,2hHoldBars,Look,2hHoldBars<shake>",Transmission only,,loc,4,,y,sing12,sing13,testing,,prison,,0.0,N,9.301653,4.0
,chain1,"2hBox,1hSing,2hOpenBook,Sing",Transmission only,,loc,4,,y,sing12,sing13,testing,,concert hall,,1.0,N,10.288544,4.0
,chain1,"2hOpenBook,2hTurnPage,2hOpenBook,2hFingerCross,2hOpenBook,2hClosedBook",Transmission only,,obj,4,,n,sing12,sing13,testing,,bible,,2.0,N,10.001115,6.0
,chain1,"2hBox,2hOpenBook,1hPointatObj<atObj>,Look,2hOpenBook,2hDine",Transmission only,,loc,4,,y,sing12,sing13,testing,,restaurant,,3.0,N,13.029292,6.0
,chain1,"1hPoint<front>,2hPull,2hFistsX,2hDrag",Transmission only,,act,4,,n,sing12,sing13,testing,,to make an arrest,,4.0,Y,8.537455,4.0
,chain1,"2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>,1hC,1hPointatObj<atObj>,2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>",Transmission only,,obj,4,,y,sing12,sing13,testing,,camera,,5.0,N,8.795313,10.0
,chain1,"1hHoldPan<shake,toss>,1hPointatObj<atObj>,1hHoldPan<shake,toss>",Transmission only,,obj,4,,y,sing12,sing13,testing,,frying pan,,6.0,N,9.753666,5.0
,chain1,"2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>,1hCircle<repeated>,2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>,1hC,1hPointatObj<atObj>,1hCircle<repeated>",Transmission only,,act,4,,n,sing12,sing13,testing,,to take a photo,,7.0,Y,12.949834,12.0
,chain1,"2hWrists.Together,1hOutline<repeated>,2hWrists.Together",Transmission only,,obj,4,,n,sing12,sing13,testing,,handcuffs,,8.0,N,7.405653,3.0
,chain1,"2hHat,2hBowl-Mix,2hBowl-Mix,1hHoldPan<shake>,1hCircleSelf",Transmission only,,person,4,,n,sing12,sing13,testing,,chef,,9.0,N,13.203225,5.0
,chain1,"2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>,Nod,2hCamera<asymm,PressRepeated>,1hPointSelf<self,repeated>,1hPointSelf<self,repeated>,2hCamera<asymm,PressRepeated>,2hCamera<asymm,PressRepeated>,1hPointSelf<self,repeated>",Transmission only,,person,4,,y,sing12,sing13,testing,,photographer,,10.0,N,10.822962,17.0
,chain1,"2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag",Transmission only,,act,4,,n,sing12,sing13,testing,,to preach,,11.0,Y,9.90095,4.0
,chain1,"2hScissors-HoldHair<left,repeated>,1hPointatObj<atObj>,2hScissors-HoldHair<left,repeated>",Transmission only,,act,4,,n,sing12,sing13,testing,,to give a haircut,,12.0,Y,10.588262,5.0
,chain1,"1hPointSelf<self,repeated>,2hScissors-Hold<front>,2hScissors-HoldHair<right>,1hPoint<front>,2hScissors-Hold<front>,1hPointSelf<self,repeated>",Transmission only,,person,4,,y,sing12,sing13,testing,,hairdresser,,13.0,N,10.029059,8.0
,chain1,"2hCollar,2hPray<repeated>,2hCollar<repeated>,2hPray,1hFingerWag",Transmission only,,person,4,,n,sing12,sing13,testing,,vicar,,14.0,N,14.562267,5.0
,chain1,"Sing,1hMicrophone",Transmission only,,act,4,,n,sing12,sing13,testing,,to sing,,15.0,Y,4.997001,2.0
,chain1,"1hScissors<rightleft>,1hPointatObj<atObj>,repeat<1hScissors>",Transmission only,,obj,4,,y,sing12,sing13,testing,,scissors,,16.0,N,7.294469,3.0
,chain1,"2hBox,2hScissors-HoldHair<left>,2hScissors-Hold<front,repeated>",Transmission only,,loc,4,,y,sing12,sing13,testing,,hair salon,,17.0,N,10.377989,4.0
,chain1,"Sing,1hMicrophone,1hPointatObj<atObj>,Sing,1hMicrophone,1hPointatObj<atObj>",Transmission only,,obj,4,,y,sing12,sing13,testing,,microphone,,18.0,N,7.43102,6.0
,chain1,"2hHat,2hFistsX,2hFingerWag,2hPull,2hFistsX,1hPointSelf<self>",Transmission only,,person,4,,y,sing12,sing13,testing,,police officer,,19.0,N,12.102225,6.0
,chain1,"2hBox,EyesClosed,1hLook,2hFeel<sides>",Transmission only,,loc,4,,y,sing12,sing13,testing,,darkroom,,20.0,N,9.806807,4.0
,chain1,"Sing,1hMicrophone,1hPointSelf<self,repeated>,Sing,1hMicrophone",Transmission only,,person,4,,y,sing12,sing13,testing,,singer,,21.0,N,7.713159,6.0
,chain1,"1hHoldPan<shake,toss>,2hBowl-Mix,2hBowl-Mix,2hDine,1hPointSelf<self>,2hBowl-Mix",Transmission only,,act,4,,n,sing12,sing13,testing,,to cook,,22.0,Y,13.804873,7.0
,chain1,"2hBox,2hRoof<large>,2hPray",Transmission only,,loc,4,,y,sing12,sing13,testing,,church,,23.0,N,10.082232,3.0
,chain1,"1hScissors,1hScissors,1hPointatObj<atObj>,1hScissors",Transmission only,,obj,5,,y,sing13,sing15,testing,,scissors,,0.0,N,8.665314,4.0
,chain1,"2hOpenBook<repeated>,2hFingerCross,2hPray,2hOpenBook<repeated>,1hPointatObj<atObj>,2hOpenBook",Transmission only,,obj,5,,y,sing13,sing15,testing,,bible,,1.0,N,14.628666,6.0
,chain1,"2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag",Transmission only,,act,5,,n,sing13,sing15,testing,,to preach,,2.0,Y,8.373375,4.0
,chain1,"2hBox,1hCross,2hPray,2hOpenBook",Transmission only,,loc,5,,y,sing13,sing15,testing,,church,,3.0,N,11.466986,4.0
,chain1,"2hDrawCollar,2hPray<repeated>,2hDrawCollar,2hCollar,2hPray,1hFingerWag<repeated>,2hPray,1hFingerWag",Transmission only,,person,5,,n,sing13,sing15,testing,,vicar,,4.0,N,19.03298,8.0
,chain1,"2hPointBox,2hScissors-HoldHair<right>,1hPointatObj<atObj>,2hScissors-Hold<front>,1hPointatObj<atObj>,2hScissors-Hold<front>",Transmission only,,loc,5,,y,sing13,sing15,testing,,hair salon,,5.0,N,13.644861,6.0
,chain1,"2hHat,2hPull,2hFistsX,2hFists",Transmission only,,person,5,,n,sing13,sing15,testing,,police officer,,6.0,N,10.118658,4.0
,chain1,"2hHat<repeated>,2hChop<repeated>,2hHoldPan<shake,toss>,1hPointSelf<self,repeated>,2hHoldPan<shake,toss>,2hChop<repeated>,1hPointSelf<self,repeated>",Transmission only,,person,5,,y,sing13,sing15,testing,,chef,,7.0,N,21.396141,11.0
,chain1,"2hScissors-HoldHair<right,repeated>,1hPointatObj<atObj>,1hPointSelf<self,repeated>,2hScissors-HoldHair<right,repeated>",Transmission only,,act,5,,n,sing13,sing15,testing,,to give a haircut,,8.0,Y,13.220825,7.0
,chain1,"1hPoint<front>,2hPull,2hFistsX,2hDrag",Transmission only,,act,5,,n,sing13,sing15,testing,,to make an arrest,,9.0,Y,7.541069,4.0
,chain1,"2hBox,2hHoldBars<shake,repeated>,Look",Transmission only,,loc,5,,y,sing13,sing15,testing,,prison,,10.0,N,8.217282,4.0
,chain1,"Sing,1hMicrophone",Transmission only,,act,5,,n,sing13,sing15,testing,,to sing,,11.0,Y,8.303886,2.0
,chain1,"2hFistsX, 1hTouchWrist,1hTouchWrist,2hFistsX,2hFistsX",Transmission only,,obj,5,,n,sing13,sing15,testing,,handcuffs,,12.0,N,8.274114,5.0
,chain1,"1hHoldPan<shake,toss,repeated>,1hPointatObj<atObj>,1hHoldPan<shake,toss>",Transmission only,,obj,5,,y,sing13,sing15,testing,,frying pan,,13.0,N,10.902711,6.0
,chain1,"2hCamera<asymm,1Press,repeated>,2hCamera<asymm,1Press,repeated>,1hPointSelf<self,repeated>,2hCamera<asymm,1Press>,2hCamera<asymm,1Press>",Transmission only,,person,5,,y,sing13,sing15,testing,,photographer,,14.0,N,10.799324,12.0
,chain1,"2hScissors-HoldHair<right>,2hScissors-Hold<front>,1hIndSelf<repeated>,2hScissors-Hold<front>,2hScissors-HoldHair<right>,2hIndSelf,2hScissors-Hold<front>",Transmission only,,person,5,,y,sing13,sing15,testing,,hairdresser,,15.0,N,17.193581,7.0
,chain1,"Sing,1hMicrophone,1hPointatObj<atObj>,Sing,1hMicrophone",Transmission only,,obj,5,,y,sing13,sing15,testing,,microphone,,16.0,N,7.304329,5.0
,chain1,"2hCamera<asymm,1Press>,2hCamera<asymm,1Press>,1hC,1hPointatObj<atObj>,2hCamera<asymm,1Press>,2hCamera<asymm,1Press>,2hCamera<asymm,1Press>",Transmission only,,obj,5,,y,sing13,sing15,testing,,camera,,17.0,N,8.661489,12.0
,chain1,"2hBox,2hOpenBook,1hPointatObj<atObj>,2hDine",Transmission only,,loc,5,,y,sing13,sing15,testing,,restaurant,,18.0,N,13.468942,4.0
,chain1,"2hOpenBook,Sing,1hMicrophone,2hOpenBook,Sing,1hMicrophone",Transmission only,,loc,5,,n,sing13,sing15,testing,,concert hall,,19.0,N,15.085591,6.0
,chain1,"2hCamera<asymm,1Press>,2hCamera<asymm,1Press>",Transmission only,,act,5,,n,sing13,sing15,testing,,to take a photo,,20.0,Y,7.031887,4.0
,chain1,"2hBox,EyesClosed,2hFeel<repeated>,2hLook",Transmission only,,loc,5,,y,sing13,sing15,testing,,darkroom,,21.0,N,14.227098,4.0
,chain1,"Sing,1hMicrophone,1hCircleSelf,Sing,1hMicrophone,1hPointSelf<self,repeated>",Transmission only,,person,5,,y,sing13,sing15,testing,,singer,,22.0,N,10.748177,7.0
,chain1,"2hBowl-Mix,2hChop,2hHoldPan<shake,toss>,UNSEEN,1hHoldPan<shake>",Transmission only,,act,5,,n,sing13,sing15,testing,,to cook,,23.0,Y,16.850619,6.0
,chain2,"2hMustache,2hHat,1hHoldPan<shake>,2hHoldPan<shake>*2,1hPour<left>",Transmission only,B,person,0,,n,,s25,,,chef,,,N,,5.0
,chain2,"Chat+1hDine,look<left>+1hChat",Transmission only,A,loc,0,,n,,s2,,,restaurant,,,N,,2.0
,chain2,"2hPan.Outline,2hHoldPan<shake>,(1hHoldPan<shake>,1hStir),2hHoldPan<toss>,2hHoldPan<toss>",Transmission only,A,obj,0,,n,,s3,,,frying pan,,,N,,6.0
,chain2,"2hBowl-Mix,1hPour<left>,1hPour<right>,2hBowl-Mix,2hPush,2hPull",Transmission only,A,act,0,,n,,s4,,,to cook,,,Y,,6.0
,chain2,"2hCollar,1hCross",Transmission only,B,person,0,,n,,s29,,,vicar,,,N,,2.0
,chain2,"1hOpenDoor+look,2hPray,1hCross,2hPray",Transmission only,B,loc,0,,y,,s30,,,church,,,N,,4.0
,chain2,"2hOpenBook,2hCross,2hOpenBook",Transmission only,A,obj,0,,n,,s7,,,bible,,,N,,3.0
,chain2,"1hFingerWag<right,repeated>",Transmission only,A,act,0,,n,,s8,,,to preach,,,Y,,2.0
,chain2,"Wink+2hCamera<symm,1Press>",Transmission only,B,person,0,,n,,s33,,,photographer,,,N,,2.0
,chain2,"2hPalm.Feel<centre,repeated>+look",Transmission only,A,loc,0,,n,,s10,,,darkroom,,,N,,2.0
,chain2,"2hCamera<symm,pressRepeated*4>,2hCamera,2hLens<twist,repeated>",Transmission only,B,obj,0,,n,,s35,,,camera,,,N,,5.0
,chain2,"2hCamera<asymm,1Press>",Transmission only,A,act,0,,n,,s12,,,to take a photo,,,Y,,2.0
,chain2,1hSing,Transmission only,B,person,0,,n,,s37,,,singer,,,N,,1.0
,chain2,"2hBox,2hSpace,2hSing,2hViolin<play>,2hSpace",Transmission only,B,loc,0,,y,,s38,,,concert hall,,,N,,5.0
,chain2,"Sing+1hMicrophone<hold>,(1hMicrophone<hold>,1hPointatObj<atObj>)",Transmission only,A,obj,0,,y,,s15,,,microphone,,,N,,3.0
,chain2,"Sing,1hSing,(1hPalm,1hPoint<read>),1hSing",Transmission only,B,act,0,,n,,s40,,,to sing,,,Y,,5.0
,chain2,"1hScissors-Hair<left,repeated>,1hScissors-Hair<beard>,1hScissors-Hair<right>",Transmission only,A,person,0,,n,,s17,,,hairdresser,,,N,,4.0
,chain2,"2hPatHair,2hScissors-HoldHair<left,repeated>,2hPatHair",Transmission only,A,loc,0,,n,,s18,,,hair salon,,,N,,4.0
,chain2,"1hScissors<rightleft>,1hScissors<hold>",Transmission only,B,obj,0,,n,,s43,,,scissors,,,N,,2.0
,chain2,"2hHair,2hFluff,2hHair,2hHair<centre>,2hScissors-Hold<centre>,2hBrush-Hold<centre>,2hScissors-Hold<centre>",Transmission only,B,act,0,,n,,s44,,,to give a haircut,,,Y,,7.0
,chain2,"Frown+1hPoint.Knock<right>,1hBadge<left>, 1hPoint.Knock<right>,2hHat,1hKnock<right>,1hFist",Transmission only,A,person,0,,n,,s21,,,police officer,,,N,,6.0
