participant,chain,generation,trial,target,ent_type,code_string,markerPres
dyad3,chain2,5,12,to sing,act,1hSingToAudience,n
dyad3,chain2,5,14,photographer,person,"1hPointAtSelf,2hCamera,2hPressButton",y
dyad3,chain2,5,16,prison,loc,2hPrisonBars,n
dyad3,chain2,5,18,camera,obj,"1hPointAtObj,2hCamera",y
dyad3,chain2,5,20,singer,person,"1hPointAtSelf,1hSingToAudience",y
dyad3,chain2,5,22,to take a photo,act,"2hCamera,2hPressButton",n
dyad3,chain2,5,24,restaurant,loc,"1hEatMeal,1hWaveToWaitor",n
dyad3,chain2,5,26,church,loc,"2hChurch,2hCross",n
dyad3,chain2,5,28,scissors,obj,"1hScissors,1hPointAtObj",y
dyad3,chain2,5,30,to make an arrest,act,1hTapOnGlass,n
dyad3,chain2,5,32,hairdresser,person,"1hPointAtSelf,2hCutHair",y
dyad3,chain2,5,34,handcuffs,obj,2hHandcuffs,n
dyad3,chain2,5,36,concert hall,loc,"2hRoom,1hSingToAudience",y
dyad3,chain2,5,38,to preach,act,1hShakeFingerInAir,n
dyad3,chain2,5,40,vicar,person,"1hPointAtSelf,2hBook",y
dyad3,chain2,5,42,hair salon,loc,"2hRoom,2hCutHair",y
dyad3,chain2,5,44,to cook,act,2hCookingPot,n
dyad3,chain2,5,46,bible,obj,"2hBook,2hCross",n
